,features/color,features/x,features/clarity,features/y,features/depth,features/z,features/carat,features/table,features/cut
32920,0,4.39,5,4.36,61.9,2.71,0.31,55.0,4
13422,1,4.63,5,4.65,61.9,2.87,0.38,57.0,4
22963,2,5.39,1,5.53,63.1,3.45,0.62,52.0,2
22063,4,5.21,6,5.25,61.2,3.2,0.54,57.0,4
28483,3,4.36,6,4.3,61.9,2.68,0.31,55.0,4
2832,3,7.18,3,7.14,62.0,4.44,1.39,56.0,3
27128,2,5.12,5,5.14,62.2,3.19,0.51,57.0,4
43733,2,5.84,5,5.86,61.5,3.6,0.74,54.0,4
49476,4,6.53,2,6.48,62.4,4.06,1.09,59.0,3
3551,3,6.48,4,6.57,62.1,4.05,1.07,57.0,4
50372,4,6.46,3,6.49,61.3,3.97,1.01,58.0,3
51921,4,7.4,2,7.44,62.0,4.6,1.57,60.0,2
12541,0,4.88,3,4.84,60.7,2.95,0.43,58.0,3
31486,4,7.17,3,7.21,61.2,4.4,1.41,60.0,3
30881,2,6.86,1,6.74,61.9,4.21,1.2,59.0,3
37306,5,6.18,2,6.22,60.2,3.73,0.88,64.0,1
47135,4,7.96,1,7.9,60.4,4.79,1.96,62.0,3
3273,5,5.28,6,5.24,62.4,3.28,0.56,56.0,3
10014,2,6.86,0,6.79,62.9,4.29,1.2,58.0,3
45046,4,6.8,1,6.74,59.2,4.01,1.1,59.0,3
50277,4,4.32,6,4.3,63.3,2.73,0.31,56.0,2
15088,1,4.28,3,4.32,62.3,2.68,0.3,56.0,4
18375,2,6.37,2,6.42,61.9,3.96,1.01,57.0,2
52612,5,6.15,3,6.17,63.0,3.88,0.9,60.0,2
24885,3,6.21,1,6.26,62.7,3.91,0.93,57.0,2
28884,3,5.81,1,5.77,63.0,3.62,0.75,58.0,3
5141,1,4.83,2,4.87,61.4,2.98,0.42,54.0,2
27127,1,3.94,6,3.96,62.5,2.47,0.23,54.0,2
44582,5,4.43,7,4.47,61.5,2.74,0.33,56.0,4
20195,0,6.47,2,6.44,60.3,3.89,1.0,59.0,3
30581,6,6.47,2,6.5,59.2,3.84,1.0,62.0,4
52173,1,4.8,4,4.75,61.8,2.95,0.41,55.0,4
36218,4,4.34,5,4.36,61.8,2.69,0.31,56.0,4
20975,0,4.74,5,4.8,60.2,2.87,0.4,63.0,1
23736,3,5.14,4,5.16,62.7,3.23,0.52,56.0,4
16589,4,6.03,1,6.11,62.4,3.79,0.9,61.0,1
30106,2,4.63,2,4.68,62.5,2.91,0.39,55.0,4
25711,2,4.61,3,4.67,62.1,2.88,0.38,57.0,4
23064,2,4.32,3,4.3,61.3,2.64,0.3,55.0,4
13156,3,7.21,3,7.31,62.1,4.51,1.5,57.0,2
35517,0,4.26,2,4.29,63.4,2.71,0.3,56.0,1
49813,3,6.81,2,6.87,63.2,4.32,1.26,61.0,1
22412,1,6.58,2,6.53,62.5,4.1,1.09,59.0,3
26564,2,5.47,2,5.53,62.7,3.45,0.62,54.0,4
19624,4,6.64,2,6.75,56.9,3.81,1.02,58.0,0
45475,5,7.9,3,7.83,64.0,5.04,2.0,60.0,1
53668,3,4.8,3,4.85,60.7,2.93,0.41,59.0,3
20466,2,4.78,4,4.83,61.4,2.95,0.42,57.0,4
19493,3,7.39,4,7.3,62.6,4.6,1.53,60.0,3
45899,4,8.23,2,8.3,61.1,5.05,2.09,56.0,2
12251,1,4.38,3,4.41,61.0,2.68,0.31,56.0,4
10179,5,4.73,3,4.75,62.2,2.95,0.4,55.0,4
22318,5,7.64,1,7.56,62.1,4.72,1.71,58.0,4
52566,5,4.22,4,4.25,60.9,2.58,0.28,57.0,2
38578,0,5.95,2,5.88,59.5,3.52,0.74,60.0,3
38402,2,7.8,0,7.71,60.5,4.69,1.72,59.0,3
11580,1,5.36,4,5.44,62.2,3.36,0.6,56.0,4
19540,4,5.33,4,5.36,62.3,3.33,0.58,57.0,4
46694,4,6.54,2,6.57,61.9,4.06,1.05,57.0,4
22918,3,5.77,3,5.81,60.4,3.5,0.71,61.0,2
42633,3,5.27,5,5.35,57.6,3.06,0.51,56.0,1
34148,1,4.25,2,4.3,62.9,2.69,0.3,57.0,2
38213,5,6.94,0,6.89,61.3,4.24,1.21,57.0,4
14901,0,4.42,2,4.39,61.3,2.7,0.32,55.0,4
25275,2,4.65,3,4.71,64.1,3.0,0.4,56.0,1
3832,0,6.95,2,7.02,60.4,4.22,1.24,57.0,4
32252,3,5.69,5,5.75,62.8,3.59,0.71,58.0,2
37544,0,5.27,3,5.24,62.8,3.3,0.55,57.0,4
37044,1,4.79,4,4.76,62.2,2.97,0.42,59.0,3
37726,2,6.56,1,6.64,60.9,4.02,1.05,56.0,4
53406,3,4.86,4,4.77,60.0,2.89,0.41,61.0,3
43884,2,6.38,4,6.34,61.2,3.89,0.96,56.0,4
23155,3,7.4,3,7.44,61.9,4.59,1.56,58.0,3
7415,6,6.73,1,6.77,61.5,4.15,1.14,57.0,4
36020,4,6.33,1,6.27,63.0,3.97,1.01,59.0,3
6614,2,5.25,1,5.3,60.3,3.18,0.53,56.0,4
27056,4,4.82,5,4.85,62.3,3.01,0.43,55.0,4
16673,4,5.68,2,5.71,63.0,3.59,0.72,58.0,2
19459,2,6.38,2,6.46,62.8,4.03,1.03,56.0,4
12265,3,4.34,4,4.36,60.9,2.65,0.3,57.0,4
10775,0,6.55,1,6.59,58.9,3.87,1.01,56.0,2
19991,1,4.47,2,4.42,60.1,2.67,0.32,60.0,3
47068,0,5.13,3,5.08,59.7,3.05,0.5,57.0,3
15523,4,4.75,5,4.77,62.4,2.97,0.41,54.0,2
30908,0,4.51,5,4.56,59.5,2.7,0.33,56.0,2
14270,2,4.09,5,4.11,62.6,2.56,0.26,56.0,2
45095,2,5.72,1,5.74,62.1,3.56,0.71,54.0,4
44314,4,4.36,1,4.34,63.2,2.75,0.32,55.0,2
48407,4,6.21,1,5.97,66.1,4.04,1.0,56.0,0
25966,2,6.5,3,6.47,62.6,4.06,1.05,58.0,3
15042,4,7.29,4,7.34,62.4,4.57,1.5,56.0,4
46976,4,7.27,1,7.21,62.3,4.52,1.5,59.0,3
35236,4,4.81,3,4.85,62.5,3.02,0.43,56.0,4
45026,3,6.34,2,6.31,64.3,4.07,1.01,55.0,1
16654,6,7.38,2,7.35,59.4,4.38,1.5,62.0,4
31555,4,4.35,4,4.39,62.0,2.71,0.31,54.0,4
20954,1,4.68,5,4.72,62.3,2.93,0.4,57.0,2
28152,2,4.66,3,4.63,62.0,2.88,0.38,56.0,4
44525,1,4.76,2,4.83,61.1,2.93,0.41,62.0,2
13869,3,6.55,3,6.52,61.1,3.99,1.05,57.0,4
16998,2,6.42,0,6.37,64.3,4.11,1.07,59.0,1
28783,0,5.24,2,5.19,60.0,3.13,0.52,56.0,4
27794,1,4.35,6,4.38,60.0,2.62,0.3,60.0,3
42351,3,4.4,6,4.44,61.2,2.71,0.33,57.0,2
39464,3,4.45,6,4.48,62.0,2.77,0.33,56.0,4
20700,3,7.48,4,7.38,60.6,4.5,1.51,57.0,4
35948,1,5.6,3,5.66,64.1,3.61,0.7,55.0,1
47857,0,5.12,3,5.08,61.2,3.12,0.5,60.0,3
8275,1,5.73,1,5.77,63.0,3.62,0.74,58.0,2
9065,0,5.77,3,5.8,62.3,3.6,0.73,54.0,4
43798,2,4.69,2,4.72,61.3,2.88,0.39,56.0,4
2179,6,4.32,3,4.36,62.2,2.7,0.31,55.0,4
4557,1,6.41,3,6.45,62.1,3.99,1.01,56.0,4
7812,3,6.62,1,6.57,62.8,4.14,1.12,58.0,3
45607,0,5.73,4,5.76,60.4,3.47,0.7,62.0,1
39065,2,4.7,1,4.75,60.1,2.84,0.38,60.0,2
42998,3,6.9,2,6.96,61.8,4.28,1.24,58.0,2
23854,1,5.35,4,5.24,61.0,3.23,0.54,56.0,4
14534,1,5.65,2,5.7,63.1,3.58,0.72,60.0,2
33467,0,4.74,3,4.79,61.3,2.92,0.4,56.0,4
1132,2,4.04,6,4.08,61.3,2.49,0.25,58.0,4
43410,5,8.34,3,8.14,60.2,4.97,2.06,64.0,1
10521,5,5.65,5,5.72,61.6,3.51,0.7,56.5,4
22626,1,4.76,5,4.74,61.7,2.93,0.4,55.0,4
46002,2,5.19,3,5.16,61.1,3.16,0.51,58.0,3
2871,1,5.5,4,5.53,61.5,3.39,0.63,56.0,4
12996,3,4.55,4,4.58,61.1,2.79,0.35,56.0,4
19164,3,6.11,1,6.15,63.6,3.9,0.91,59.0,1
26536,1,6.46,1,6.42,62.0,3.99,1.01,56.0,4
34540,4,6.38,1,6.45,62.8,4.03,1.01,56.0,4
43361,1,4.47,2,4.49,61.6,2.76,0.33,55.0,4
21904,0,6.32,3,6.29,58.7,3.7,0.9,62.0,3
25792,3,6.7,3,6.67,61.0,4.08,1.11,59.0,3
34681,2,4.39,3,4.36,60.8,2.66,0.31,57.0,4
46980,4,6.93,2,6.88,62.2,4.3,1.25,54.0,4
50220,3,4.77,4,4.78,60.7,2.9,0.4,57.0,4
9256,1,6.38,4,6.36,63.4,4.04,1.01,58.0,2
12602,2,5.72,4,5.75,60.7,3.48,0.7,58.0,4
29961,3,4.85,6,4.83,59.7,2.89,0.41,60.0,3
32598,4,4.53,3,4.48,63.7,2.87,0.35,57.0,1
30099,6,5.67,4,5.71,64.0,3.64,0.72,57.0,2
46956,4,4.3,4,4.28,62.2,2.67,0.3,57.0,4
24729,3,4.39,3,4.36,63.3,2.77,0.32,54.0,2
15417,6,7.52,4,7.54,60.4,4.55,1.55,57.0,4
1105,4,4.99,2,5.02,61.7,3.09,0.46,55.0,4
17076,4,4.78,4,4.74,61.8,2.94,0.4,56.0,4
10195,3,7.09,4,7.05,62.2,4.4,1.35,57.0,4
4956,0,6.07,2,6.03,63.6,3.85,0.9,63.0,1
41075,3,4.47,7,4.48,61.9,2.77,0.34,57.0,4
53165,2,4.33,7,4.34,62.3,2.7,0.31,54.0,4
19149,5,6.6,3,6.65,60.2,3.99,1.05,57.0,4
20313,3,4.75,7,4.78,62.3,2.97,0.41,55.0,4
20058,5,6.99,1,7.04,61.9,4.34,1.29,57.0,4
3696,1,6.18,1,6.11,61.7,3.79,0.9,58.0,3
40546,2,6.78,3,6.69,62.8,4.23,1.2,59.0,3
42589,1,6.21,5,6.26,58.1,3.62,0.9,59.0,0
33396,4,4.18,4,4.2,61.9,2.59,0.28,56.0,2
35219,2,5.32,1,5.34,61.9,3.3,0.57,57.7,1
49625,1,5.31,1,5.27,59.9,3.17,0.53,58.0,3
51398,1,5.49,2,5.41,65.1,3.55,0.7,56.0,0
20208,4,5.16,7,5.27,61.2,3.19,0.53,65.0,1
27228,3,5.61,4,5.65,63.2,3.56,0.7,58.0,2
41560,3,4.38,2,4.41,62.3,2.74,0.32,57.0,4
20127,6,5.61,2,5.66,63.0,3.55,0.7,56.0,2
2176,3,4.35,6,4.37,60.7,2.65,0.3,57.0,2
25242,0,5.11,3,5.13,61.9,3.17,0.51,55.0,4
19702,0,7.48,2,7.45,61.2,4.57,1.53,56.0,4
40695,3,5.38,3,5.41,61.7,3.33,0.59,55.0,4
23816,3,6.7,1,6.74,62.4,4.19,1.15,56.0,4
2787,3,6.51,6,6.48,62.2,4.04,1.04,55.0,4
12297,0,5.73,5,5.71,65.4,3.74,0.74,53.0,0
1196,3,5.4,4,5.35,61.0,3.28,0.57,57.0,3
18060,1,4.03,5,4.06,61.1,2.47,0.25,61.0,2
20331,4,4.67,1,4.7,63.8,2.99,0.4,57.0,1
40386,3,5.16,2,5.2,60.2,3.12,0.5,57.0,4
37212,4,5.7,1,5.72,62.2,3.55,0.71,55.1,2
43896,5,6.79,3,6.85,62.2,4.24,1.21,59.0,3
15514,1,5.27,3,5.24,61.7,3.24,0.54,55.0,4
53463,5,8.01,1,7.96,65.0,5.19,2.0,57.0,0
52686,5,7.05,3,6.94,55.9,3.9,1.13,67.0,0
5722,1,4.81,3,4.85,61.3,2.96,0.42,56.0,4
9135,2,5.23,4,5.29,61.6,3.24,0.55,57.0,4
43463,6,6.85,3,6.89,60.8,4.18,1.2,60.0,3
51819,3,5.78,5,5.77,61.6,3.56,0.72,55.0,4
18753,4,7.01,2,6.93,61.3,4.27,1.26,57.0,3
4967,0,4.77,2,4.8,61.4,2.94,0.41,56.0,4
18601,1,7.54,1,7.51,61.9,4.66,1.64,61.0,3
24532,3,7.72,3,7.68,61.7,4.75,1.74,56.0,4
43178,2,3.97,5,4.01,62.2,2.48,0.24,58.0,2
19710,0,6.32,1,6.27,63.9,4.02,1.0,56.0,1
36777,3,5.8,2,5.84,62.2,3.62,0.75,57.0,4
15515,1,4.26,5,4.22,60.1,2.55,0.28,59.0,3
3583,4,7.33,2,7.38,63.1,4.64,1.58,58.0,1
53653,4,5.09,4,5.12,62.5,3.19,0.51,58.0,2
18020,2,6.09,2,6.15,63.1,3.86,0.9,58.0,2
22601,1,5.62,2,5.69,63.1,3.57,0.7,56.0,2
18852,0,4.82,2,4.86,60.3,2.92,0.41,57.0,4
12424,4,6.8,2,6.74,62.9,4.26,1.2,56.0,3
27691,0,4.66,5,4.64,61.5,2.86,0.38,56.0,4
41045,4,6.64,2,6.59,62.6,4.14,1.11,57.0,4
22357,4,4.53,4,4.51,61.7,2.79,0.35,59.0,3
28247,5,5.75,2,5.78,61.0,3.52,0.71,56.0,4
36435,2,6.4,2,6.36,62.8,4.01,1.01,59.0,3
45242,0,4.71,5,4.67,61.8,2.9,0.39,57.0,4
31312,1,6.3,2,6.24,59.4,3.73,0.92,62.0,3
21542,2,3.92,6,3.94,62.8,2.47,0.23,54.0,2
23360,6,6.44,1,6.47,61.4,3.97,1.01,56.0,4
45550,6,7.75,4,7.83,61.5,4.79,1.75,59.0,2
10211,2,6.21,2,6.24,62.0,3.86,0.91,55.0,4
36191,3,4.32,2,4.35,61.8,2.68,0.31,60.0,3
10717,1,5.68,1,5.56,63.9,3.59,0.7,59.0,1
8199,1,4.51,4,4.53,61.9,2.8,0.35,56.0,4
18793,3,5.42,2,5.38,62.6,3.38,0.62,60.0,3
19596,1,4.48,3,4.44,60.5,2.7,0.32,58.0,3
53785,2,6.38,1,6.35,58.9,3.75,0.92,59.0,3
5366,6,6.45,1,6.53,62.0,4.04,1.06,58.0,2
2895,0,4.51,5,4.53,61.3,2.77,0.34,56.0,4
24820,3,4.82,4,4.86,61.0,2.95,0.42,56.0,4
14122,4,6.47,2,6.53,64.2,4.17,1.11,58.0,1
29290,0,5.27,7,5.21,61.5,3.22,0.53,54.0,4
34064,1,7.52,2,7.59,61.7,4.66,1.66,58.0,2
28001,3,4.3,2,4.27,63.2,2.71,0.31,57.0,2
3642,2,6.57,4,6.59,57.8,3.8,1.0,59.0,1
50082,5,6.6,1,6.62,59.6,3.94,1.04,57.0,2
33650,2,4.79,5,4.83,60.1,2.89,0.41,58.0,3
51681,3,6.39,4,6.46,63.2,4.06,1.04,56.0,2
30873,2,6.44,1,6.48,61.0,3.94,1.01,60.0,2
31030,2,4.76,3,4.71,61.0,2.89,0.4,59.0,3
38870,2,5.25,5,5.27,61.2,3.22,0.54,55.0,4
53274,3,4.27,5,4.33,62.1,2.67,0.31,56.0,2
41316,4,8.06,1,8.11,62.3,5.04,2.01,58.0,3
21642,3,7.31,5,7.36,61.8,4.53,1.51,57.0,4
5451,4,6.55,1,6.62,62.9,4.14,1.12,58.0,2
23544,0,7.32,2,7.28,61.0,4.45,1.5,61.0,3
10685,3,5.27,1,5.29,61.4,3.24,0.54,56.0,4
15449,0,4.81,5,4.76,60.8,2.91,0.4,59.0,3
7866,3,6.8,1,6.77,63.4,4.3,1.23,58.0,2
30527,5,7.56,3,7.49,61.5,4.63,1.57,56.0,4
31279,2,6.25,2,6.17,65.9,4.09,1.01,60.0,0
53855,5,6.99,3,7.02,62.5,4.38,1.33,61.0,2
12867,1,4.69,2,4.72,62.1,2.92,0.39,53.0,4
47375,1,4.85,2,4.89,60.0,2.92,0.42,58.0,3
28328,2,5.84,3,5.87,59.9,3.51,0.73,58.0,3
42565,0,5.64,4,5.66,64.1,3.62,0.71,57.0,2
44523,1,5.33,4,5.35,61.8,3.3,0.58,57.0,4
13979,5,4.31,4,4.24,61.9,2.65,0.3,59.0,3
42506,6,7.93,0,7.8,66.5,5.23,2.0,56.0,0
47153,4,6.43,3,6.39,62.4,4.0,1.02,58.0,3
26956,4,6.58,2,6.62,62.4,4.12,1.1,58.0,2
6474,3,6.69,4,6.72,61.6,4.13,1.12,55.0,4
28399,2,6.26,1,6.29,59.9,3.76,0.92,60.0,2
24272,2,6.68,1,6.75,59.4,3.99,1.07,60.0,2
27808,0,4.76,4,4.8,61.7,2.95,0.41,58.0,2
8811,2,6.6,2,6.65,61.0,4.04,1.06,58.0,3
27882,1,7.4,2,7.32,62.0,4.56,1.5,55.0,4
492,4,7.61,4,7.67,62.0,4.74,1.66,55.0,4
11691,5,6.15,0,6.03,66.9,4.09,1.0,57.0,0
43527,1,6.95,5,7.03,59.9,4.19,1.23,57.0,4
1116,3,4.34,3,4.32,61.7,2.67,0.31,58.0,3
38405,2,5.94,2,5.9,61.0,3.61,0.77,58.0,3
37853,1,4.37,3,4.41,62.0,2.72,0.32,57.0,4
30722,3,4.32,5,4.3,62.9,2.71,0.3,55.0,4
1757,6,6.61,2,6.57,60.8,4.01,1.07,56.0,4
44254,0,5.25,4,5.26,61.7,3.24,0.55,55.0,4
51873,2,4.92,5,4.96,60.9,3.01,0.44,55.0,4
43309,2,3.93,6,3.96,62.3,2.46,0.23,55.0,2
31433,5,8.31,1,8.37,61.4,5.12,2.18,59.5,2
39121,1,5.02,3,4.99,61.3,3.07,0.46,57.0,3
22973,0,5.33,3,5.28,61.5,3.26,0.56,58.0,3
52690,1,4.7,4,4.66,61.5,2.88,0.37,55.0,3
44605,4,4.69,2,4.74,63.8,3.01,0.41,56.0,1
27076,1,8.09,1,8.04,62.2,5.02,2.01,57.0,4
53921,3,4.51,4,4.55,62.5,2.83,0.35,55.0,2
21625,2,4.1,6,4.07,60.7,2.48,0.25,59.0,3
36412,1,5.78,4,5.75,61.5,3.55,0.71,55.0,4
19167,3,4.36,6,4.39,60.8,2.66,0.31,56.0,4
47118,2,5.35,3,5.42,62.0,3.34,0.59,58.0,2
44769,2,4.48,2,4.51,61.2,2.75,0.33,58.1,2
27045,0,6.64,1,6.58,62.6,4.14,1.14,58.0,3
11185,2,5.59,5,5.66,63.1,3.55,0.7,57.0,1
34464,4,4.2,4,4.23,61.2,2.58,0.27,54.0,4
35063,1,6.22,3,6.29,61.4,3.84,0.93,58.0,2
47562,5,4.79,1,4.76,61.6,2.94,0.41,59.0,3
47464,2,6.21,2,6.23,61.3,3.81,0.9,56.0,4
5939,2,6.52,4,6.49,62.4,4.06,1.07,58.0,3
52575,3,7.26,3,7.22,62.8,4.55,1.52,60.0,3
42736,1,5.01,3,4.96,60.2,3.0,0.46,60.0,3
11033,0,4.45,3,4.5,59.4,2.66,0.31,57.0,4
36081,2,6.38,2,6.34,61.9,3.94,1.01,58.0,3
14824,2,6.72,1,6.82,59.1,4.0,1.1,57.0,2
24734,3,5.09,2,5.05,62.1,3.15,0.5,56.0,4
50142,5,4.6,2,4.62,60.7,2.8,0.37,60.0,4
42552,4,5.32,6,5.27,60.4,3.2,0.54,55.0,4
9915,0,3.95,5,4.0,60.4,2.4,0.23,59.0,2
23989,3,5.35,1,5.33,60.3,3.22,0.55,58.0,3
32983,4,4.44,4,4.4,63.1,2.79,0.34,57.0,2
23091,2,6.48,3,6.52,62.0,4.03,1.05,56.0,2
32430,4,7.94,1,8.07,63.0,5.04,2.0,59.0,2
33840,4,4.46,6,4.5,61.2,2.74,0.34,60.0,3
8682,4,6.11,2,6.07,59.9,3.65,0.82,57.0,3
7006,3,6.39,6,6.32,62.9,4.0,1.0,53.0,3
13379,0,5.21,6,5.26,61.2,3.21,0.53,55.0,2
41420,5,5.84,4,5.88,60.7,3.56,0.74,55.0,4
22794,0,5.82,2,5.79,62.4,3.62,0.73,53.0,4
32082,1,5.26,3,5.33,63.1,3.34,0.58,56.0,1
50367,2,7.28,2,7.31,62.8,4.58,1.51,59.0,2
31226,4,7.25,5,7.29,61.6,4.48,1.43,54.0,4
46473,5,7.49,1,7.56,59.4,4.47,1.54,61.0,2
48152,5,5.87,3,5.91,61.3,3.61,0.76,56.0,4
32793,3,5.25,5,5.28,62.0,3.27,0.55,53.8,4
11704,1,6.48,3,6.44,61.5,3.97,1.01,57.0,4
43369,1,6.3,1,6.36,63.3,4.01,1.0,56.0,1
7659,3,6.13,2,6.19,61.6,3.8,0.9,59.0,2
46169,4,4.51,2,4.46,63.1,2.83,0.35,58.0,2
38458,2,7.33,3,7.22,62.5,4.55,1.51,58.0,3
42512,3,5.72,2,5.75,62.8,3.6,0.71,56.0,4
52878,4,5.77,4,5.85,61.5,3.56,0.72,55.0,4
49429,2,6.01,3,6.08,62.2,3.76,0.85,56.0,2
12721,3,6.43,1,6.4,62.5,4.01,1.02,58.0,3
9171,2,4.71,5,4.74,62.0,2.93,0.4,56.0,2
43615,5,5.97,2,5.91,61.8,3.68,0.81,58.0,3
26423,2,4.37,3,4.33,62.3,2.71,0.31,55.0,4
11908,5,8.25,2,8.16,60.8,4.99,2.06,60.0,3
33398,6,8.23,1,8.25,62.6,5.16,2.18,58.0,2
24968,4,6.5,3,6.57,62.0,4.05,1.06,58.0,3
21607,2,6.63,6,6.57,59.7,3.94,1.03,60.0,3
52125,3,4.94,4,4.98,60.7,3.01,0.45,60.4,1
41475,3,6.41,7,6.38,62.2,3.98,1.0,61.0,3
49067,2,4.32,5,4.35,61.4,2.66,0.3,56.0,4
39382,5,7.24,5,7.21,63.3,4.57,1.5,58.0,2
38011,3,6.65,4,6.7,61.7,4.12,1.09,54.0,4
33870,1,4.39,3,4.36,61.9,2.71,0.31,55.0,4
31131,0,5.19,5,5.22,61.5,3.2,0.52,55.0,4
21729,1,6.25,2,6.27,60.9,3.81,0.92,59.0,3
27233,1,5.75,6,5.76,61.0,3.51,0.71,57.0,4
2204,0,6.18,2,6.15,62.4,3.85,0.9,63.0,2
41448,4,4.27,6,4.29,61.9,2.65,0.3,58.0,4
28572,3,4.78,6,4.74,62.4,2.97,0.4,57.0,4
24770,1,5.76,3,5.79,61.0,3.52,0.7,56.0,4
45671,6,7.69,2,7.65,62.6,4.8,1.73,57.0,4
44245,4,6.68,2,6.62,62.6,4.16,1.13,60.0,3
11308,4,6.6,2,6.57,59.2,3.9,1.02,58.0,3
13767,5,7.24,1,7.15,58.4,4.2,1.32,60.0,3
28151,1,4.32,3,4.36,62.2,2.7,0.31,55.0,4
47832,3,4.66,3,4.63,60.1,2.79,0.38,61.0,3
27606,2,4.53,4,4.51,60.4,2.73,0.34,58.0,3
45280,5,4.53,2,4.5,63.6,2.87,0.35,56.0,1
23303,1,6.22,1,6.25,62.1,3.87,0.92,53.0,4
4426,6,7.12,2,7.04,60.3,4.26,1.31,62.0,3
20936,3,7.32,3,7.37,61.4,4.5,1.5,58.8,1
20963,5,5.2,3,5.26,61.9,3.24,0.54,56.0,4
47658,5,6.24,1,6.2,62.7,3.9,0.96,58.0,3
33487,5,4.32,2,4.35,62.3,2.7,0.3,56.0,4
46607,2,7.35,3,7.39,62.6,4.61,1.55,57.0,4
6155,4,6.69,1,6.63,59.6,3.97,1.09,61.0,3
20093,0,5.42,3,5.4,60.3,3.26,0.57,57.0,4
4025,4,4.97,4,5.06,64.6,3.24,0.5,56.0,2
40992,1,5.41,3,5.45,62.3,3.38,0.6,53.8,4
29336,3,4.4,3,4.43,61.8,2.73,0.32,55.0,4
17908,0,4.14,4,4.15,62.2,2.58,0.27,58.0,2
30431,4,6.37,1,6.43,63.1,4.04,1.02,59.0,1
20447,4,4.85,6,4.79,60.4,2.91,0.41,58.0,3
28038,3,5.89,5,5.93,62.1,3.67,0.79,56.0,4
15493,1,5.07,2,5.05,59.3,3.02,0.47,56.0,3
30116,2,6.98,4,6.95,60.9,4.24,1.24,54.0,4
48861,3,7.01,4,6.96,62.7,4.38,1.33,58.0,3
5818,1,5.29,2,5.24,57.4,3.02,0.51,62.0,1
44724,4,6.7,3,6.63,60.5,4.03,1.05,58.0,3
32245,1,5.27,3,5.32,60.2,3.19,0.54,61.0,1
3866,4,5.75,3,5.78,61.8,3.56,0.71,55.0,4
2745,1,6.34,5,6.32,62.7,3.97,1.0,60.0,3
11867,1,4.39,7,4.38,61.6,2.7,0.32,58.0,3
43111,1,6.41,3,6.46,61.7,3.97,1.0,54.0,4
10704,5,4.66,3,4.69,61.4,2.87,0.38,55.0,4
11950,2,6.83,2,6.78,62.5,4.25,1.22,59.0,3
43791,2,5.71,3,5.66,60.9,3.46,0.7,61.0,3
19611,3,6.29,3,6.37,61.8,3.91,1.0,59.0,2
36982,3,4.36,3,4.31,61.4,2.66,0.3,54.0,4
20307,3,6.69,2,6.62,64.5,4.29,1.21,56.0,0
44864,0,5.0,6,5.04,60.0,3.01,0.46,59.0,3
26853,2,6.89,4,7.07,58.7,4.1,1.2,59.0,2
15193,2,6.55,2,6.58,57.9,3.8,1.0,62.0,1
19643,1,7.78,1,7.75,60.9,4.73,1.75,59.0,3
1401,2,6.25,1,6.28,60.8,3.81,0.9,55.0,2
31128,3,5.18,4,5.24,60.2,3.14,0.51,56.0,4
12828,0,6.55,4,6.48,60.5,3.94,1.02,56.0,4
24087,5,5.24,4,5.28,59.9,3.15,0.53,58.0,2
36021,1,4.78,4,4.82,58.1,2.79,0.38,59.0,2
52059,1,6.31,1,6.34,58.5,3.7,0.91,60.0,2
34926,0,5.61,5,5.58,63.6,3.56,0.7,57.0,1
41346,2,5.19,3,5.21,60.2,3.13,0.52,59.0,3
24472,3,4.74,2,4.78,62.6,2.98,0.41,54.0,4
17058,4,7.25,4,7.2,64.8,4.68,1.5,55.0,0
31881,1,5.05,1,5.17,62.6,3.2,0.52,58.0,2
37261,0,5.3,1,5.33,61.3,3.26,0.56,56.0,4
39779,3,4.19,6,4.23,62.0,2.61,0.29,58.0,2
49968,3,8.32,1,8.24,62.2,5.15,2.17,62.0,3
42965,3,4.45,3,4.42,61.1,2.71,0.32,58.0,3
36609,2,6.58,1,6.41,58.2,3.77,0.91,61.0,3
18199,3,4.26,6,4.3,61.7,2.64,0.3,58.0,3
20132,0,5.19,3,5.16,62.2,3.22,0.53,56.0,4
28172,6,5.37,4,5.36,60.6,3.25,0.57,59.0,3
44617,4,6.52,2,6.58,61.1,4.0,1.05,56.0,4
2100,3,4.85,4,4.89,61.6,3.0,0.43,55.1,4
34441,1,5.72,2,5.67,62.2,3.54,0.7,57.0,4
10293,3,6.1,1,6.04,63.6,3.86,0.9,57.0,1
4213,4,7.27,3,7.2,63.4,4.59,1.5,57.0,2
26672,0,5.4,6,5.45,62.3,3.38,0.61,54.0,4
7480,4,4.43,3,4.38,62.2,2.74,0.31,53.0,4
14562,3,4.42,4,4.45,58.2,2.58,0.31,61.0,2
49775,2,5.17,2,5.21,63.6,3.3,0.55,57.0,2
44283,3,4.24,5,4.27,62.2,2.64,0.29,55.0,2
8547,4,6.21,3,6.14,61.2,3.78,0.9,61.0,3
47591,2,6.62,2,6.59,59.5,3.93,1.06,63.0,2
16923,2,4.19,5,4.24,61.5,2.59,0.28,57.0,4
19604,3,6.32,4,6.39,63.1,4.01,1.01,57.0,2
49131,3,4.28,5,4.3,62.9,2.7,0.31,58.0,2
23554,4,6.77,3,6.73,62.5,4.23,1.2,58.0,3
47377,1,6.21,2,6.24,61.7,3.84,0.9,57.0,4
30499,6,5.77,3,5.71,62.8,3.6,0.73,58.0,3
53327,1,4.22,6,4.2,62.7,2.64,0.29,55.0,4
18135,4,5.72,3,5.75,61.2,3.51,0.7,56.0,4
20360,4,5.14,3,5.12,59.5,3.05,0.49,62.0,3
